"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold","gene"
"YAP1",0.493252523254622,0.966098830614668,3.76435744908705,0.000194001376856501,0.000315534805874686,-0.685729538420001,"Not","YAP1"
"DPH6",-0.209101239521723,5.65056467027566,-3.76362350615009,0.000194550804021352,0.000316404791811558,-0.688391566933562,"Not","DPH6"
"XPR1",-0.121821994216324,8.59965814547365,-3.76337914319686,0.000194734058824423,0.00031667917333098,-0.68927777048069,"Not","XPR1"
"TRBV5-4",0.287093354748349,5.22504960688092,3.76297871273717,0.000195034705273439,0.000317144403504528,-0.690729851194019,"Not","TRBV5-4"
"SIGLEC8",0.501160317156531,5.77969758841741,3.76238846203082,0.000195478668928139,0.000317842593780633,-0.692870015927971,"Not","SIGLEC8"
"BCLAF3",-0.152858606380001,7.65918584621155,-3.76231746921305,0.000195532131157918,0.000317905783316931,-0.693127404787957,"Not","BCLAF3"
"RPL7AP58",0.358878807218914,0.126622613005074,3.76112565338791,0.000196431708606697,0.000319344516567928,-0.6974477350721,"Not","RPL7AP58"
"HSPA14",-0.159405340395836,7.78781797045489,-3.76044605553357,0.000196946412657347,0.000320157382277994,-0.699910708353329,"Not","HSPA14"
"MBOAT7",0.224438293593479,11.4679031455124,3.76040386754915,0.000196978406293331,0.000320185487984271,-0.700063590884064,"Not","MBOAT7"
"DNMT1",-0.176454336231179,9.64377154287871,-3.75990200244312,0.000197359376478587,0.000320764983896887,-0.701882148133537,"Not","DNMT1"
"ENPP7P6",-0.349230768343698,1.16282096636753,-3.75989542448295,0.000197364374477634,0.000320764983896887,-0.701905982521771,"Not","ENPP7P6"
"DENR",-0.133765372750302,8.77802782441639,-3.75961237790451,0.000197579549207388,0.000321090729456742,-0.702931528606865,"Not","DENR"
"UBE2V1",0.19964620683863,6.10953723961459,3.75874595671454,0.000198239587307747,0.000322139329375088,-0.706070337099542,"Not","UBE2V1"
"HNRNPA1P45",0.395446268734607,1.42468188750177,3.75833170756379,0.000198555896041719,0.000322629254257774,-0.707570812322403,"Not","HNRNPA1P45"
"SPX",-0.435278331511834,4.35676744615215,-3.75686839629426,0.000199677053958371,0.000324426790773282,-0.712869927891012,"Not","SPX"
"UQCR11",0.200392233529779,7.51255949484967,3.75552845049711,0.000200708927285363,0.000326079004076609,-0.717720620573589,"Not","UQCR11"
"TNFRSF10A",-0.143692575285901,7.47260249858076,-3.75440805447807,0.00020157558754792,0.000327462579741567,-0.72177529750561,"Not","TNFRSF10A"
"GOSR2",0.0837954730000385,6.9943624495043,3.75293371886539,0.00020272141022911,0.000329299418704877,-0.727109161892152,"Not","GOSR2"
"EIF1AX-AS1",0.383409439989798,1.18939880342894,3.75115130201767,0.000204114870359824,0.000331538214387973,-0.733555012583546,"Not","EIF1AX-AS1"
"STK4-AS1",0.520480058742647,1.12043231144571,3.75049090158739,0.000204633448877997,0.000332355735758811,-0.735942533871977,"Not","STK4-AS1"
"IGHD3-9",0.424831068350668,1.85025898152654,3.75009590423399,0.000204944213608768,0.000332835639269908,-0.737370366996476,"Not","IGHD3-9"
"GLB1",0.157680492850851,8.69087378048132,3.74983013284722,0.000205153560060266,0.000333150777113304,-0.738330996730342,"Not","GLB1"
"GPCPD1",-0.191026628626281,10.5096517578214,-3.74912732550467,0.000205708129228173,0.00033402643653568,-0.740870987277433,"Not","GPCPD1"
"ARRB2",0.137541925886323,12.3691924548938,3.74875876579234,0.000205999516060179,0.000334474644859473,-0.74220280917714,"Not","ARRB2"
"RPP30",0.111828777233997,7.45778653804962,3.74854393365275,0.000206169543936225,0.000334725754489361,-0.742979067412644,"Not","RPP30"
"MRPL42",-0.181806638971132,8.37379114904891,-3.74828284041115,0.000206376363110152,0.000335036554590588,-0.743922426507527,"Not","MRPL42"
"TAF6",0.178299256013887,7.87628959048362,3.74689765776653,0.000207476881112512,0.000336798053244741,-0.748926227567482,"Not","TAF6"
"RXRA",0.180319069312821,10.9698452371644,3.74591114642752,0.000208264029255435,0.000338050632652784,-0.75248883244941,"Not","RXRA"
"IDO2",0.404826179983008,2.38204652982432,3.74547168945282,0.00020861558268275,0.00033859602809458,-0.754075570763112,"Not","IDO2"
"RTP4",0.298302476619809,6.44135635379116,3.74467991348046,0.000209250394391735,0.000339601053728854,-0.756933984469653,"Not","RTP4"
"NCBP2L",-0.431655475984356,0.572959699154058,-3.74416483322611,0.000209664340913461,0.00034024750509693,-0.758793190037312,"Not","NCBP2L"
"GSDMA",0.75635181843783,3.10515454693359,3.74379524876094,0.000209961834774778,0.00034070489248236,-0.760127075838302,"Not","GSDMA"
"SNORA23",0.349409612792154,1.80946148393174,3.74341109274369,0.000210271479739134,0.000341181927818156,-0.761513423160614,"Not","SNORA23"
"BTF3P6",-0.441331989136594,1.28507627749179,-3.74321062856199,0.000210433232736216,0.000341418943657783,-0.762236808580537,"Not","BTF3P6"
"MCTP2",-0.196901793397481,9.95921326798598,-3.74299947651655,0.000210603736563027,0.000341670120970043,-0.762998722870642,"Not","MCTP2"
"ISYNA1",0.197805237352542,6.77808163681353,3.74283437057395,0.000210737149222117,0.000341861090986486,-0.763594458112606,"Not","ISYNA1"
"GATAD1",-0.12614430365681,8.31218475303478,-3.74246431834515,0.000211036456761407,0.000342321129766064,-0.764929592014719,"Not","GATAD1"
"CAPN12",-0.328649596027017,5.53501940633617,-3.74231505011065,0.000211157302074523,0.000342491638932793,-0.765468111295865,"Not","CAPN12"
"PISD",-0.186431701350015,10.6538927999378,-3.74227017714954,0.000211193643301559,0.000342525069483946,-0.765629996868333,"Not","PISD"
"LINC00570",0.584613967918927,4.61192301949798,3.74224637941451,0.000211212918746156,0.000342530818924372,-0.765715849842796,"Not","LINC00570"
"RPL21P20",0.543532040631982,1.03668097363937,3.74153389080578,0.000211790781813273,0.000343442379653263,-0.768285997240716,"Not","RPL21P20"
"RPL18P10",0.409989960624698,3.65835859911554,3.74123325048284,0.00021203506274011,0.000343812904249453,-0.769370355560898,"Not","RPL18P10"
"CHRNE",0.344897918902824,4.34130154101725,3.74115621353174,0.000212097700740745,0.000343888863263569,-0.76964820168789,"Not","CHRNE"
"KTN1-AS1",0.275149980474969,3.83574312842817,3.7411304314745,0.000212118667778708,0.000343897251945601,-0.769741187629943,"Not","KTN1-AS1"
"GJB3",-0.545687338378761,2.0089485757712,-3.74046581857356,0.000212659833547956,0.000344748948444516,-0.772137985085322,"Not","GJB3"
"RN7SL825P",-0.374122279047054,0.694587813007797,-3.74035292692355,0.000212751885614009,0.00034487250124656,-0.772545067681735,"Not","RN7SL825P"
"ABCA11P",0.256609727664145,3.24192063569038,3.74019347683452,0.000212881965526411,0.000345057674507786,-0.773120018663754,"Not","ABCA11P"
"PKIA-AS1",0.431834491733807,2.11314096279526,3.74011340321186,0.000212947318134884,0.000345137912347384,-0.773408742497748,"Not","PKIA-AS1"
"EEF1A1P4",0.346190885881245,4.09245065387648,3.73976523605524,0.000213231697025259,0.000345573102316539,-0.774664072486231,"Not","EEF1A1P4"
"TSPY26P",0.163885792715668,5.42101684411563,3.73910848037548,0.000213769102448839,0.000346418263438526,-0.777031735176604,"Not","TSPY26P"
"RPL37P6",0.358426296996745,4.10580952178492,3.73870283601356,0.000214101667934158,0.000346931375150045,-0.778493926571445,"Not","RPL37P6"
"ECM1",0.288193087341019,3.8060390440339,3.73840792692335,0.000214343753826842,0.000347297807841318,-0.779556867688363,"Not","ECM1"
"RANGRF",0.175464658190092,4.40353753037434,3.73805102963959,0.000214637069923323,0.00034773643215462,-0.78084312891945,"Not","RANGRF"
"TFPI",-0.416221600131557,4.38545871784319,-3.73803968328656,0.000214646401129288,0.00034773643215462,-0.78088401941672,"Not","TFPI"
"CLNS1A",0.158166524274755,8.76103199210256,3.73776460602016,0.00021487274089786,0.000348077215671098,-0.781875320016895,"Not","CLNS1A"
"LHX4",-0.310925975001279,5.8786749279254,-3.73689104437968,0.000215593019930423,0.000349195796320931,-0.785022940311015,"Not","LHX4"
"ZNF705A",-0.448378008908908,1.63742584973963,-3.73688824852395,0.000215595328851371,0.000349195796320931,-0.785033013252555,"Not","ZNF705A"
"RNVU1-32",0.311739862763363,2.90370124245525,3.73655694943939,0.000215869092985635,0.000349613201916118,-0.786226571966153,"Not","RNVU1-32"
"KIAA1614-AS1",0.468040854475778,1.77486235868629,3.73602354836438,0.000216310549829066,0.000350302113827749,-0.788148029689286,"Not","KIAA1614-AS1"
"TXNDC9",-0.254565726229748,6.88790005656065,-3.73550354174907,0.000216741740259526,0.000350974298665218,-0.790020991968569,"Not","TXNDC9"
"ZNF276",0.141714782906528,9.58504489416569,3.73521429337278,0.000216981936123043,0.000351337125154614,-0.791062703478286,"Not","ZNF276"
"HSPB9",0.319102535540037,3.2813850093303,3.73446893074913,0.000217602052594377,0.000352315019350328,-0.793746739604419,"Not","HSPB9"
"LANCL1",-0.177735280127828,7.72593450235471,-3.73422188998055,0.000217807950511705,0.000352622165233634,-0.794636218926125,"Not","LANCL1"
"ENTPD3-AS1",-0.22584910479374,4.66790594578111,-3.73393292036627,0.000218049027387548,0.000352986214509245,-0.795676595332275,"Not","ENTPD3-AS1"
"ZMAT2",0.211549717238395,9.34689284841743,3.73283017640786,0.000218971320161347,0.00035445290637179,-0.799646114736058,"Not","ZMAT2"
"LRRC2",-0.481926028549288,3.09258351355662,-3.73255421353884,0.000219202699532611,0.000354801069079209,-0.800639321127377,"Not","LRRC2"
"TMEM62",0.176014342436884,6.89030578521695,3.73174490166139,0.000219882591843785,0.000355875088256163,-0.803551688794975,"Not","TMEM62"
"SLC34A2",0.445149070679536,1.14588130052836,3.73170707571084,0.000219914417503315,0.00035590014426865,-0.803687793899845,"Not","SLC34A2"
"PRICKLE3",0.183408773504559,6.7942498258499,3.7313151752687,0.000220244406827185,0.000356407696095567,-0.805097852369383,"Not","PRICKLE3"
"RPS10P13",0.315316551189341,5.62503712053775,3.72977281645814,0.000221547647533424,0.000358490007062518,-0.810645927816828,"Not","RPS10P13"
"SNAP29",0.161994410099705,8.07766825655495,3.72967811646261,0.000221627902191464,0.000358593221148695,-0.810986507307863,"Not","SNAP29"
"LIAS",0.154531141230708,6.82049792014169,3.72956972964352,0.000221719789542659,0.000358715240158363,-0.81137630030784,"Not","LIAS"
"EVA1B",0.2654853083346,5.89560224557596,3.72943348140687,0.000221835347974975,0.000358875535078386,-0.811866276796967,"Not","EVA1B"
"LY6E",0.387402485703632,9.82893185424199,3.7291983795541,0.000222034882234835,0.000359171648515232,-0.812711712032776,"Not","LY6E"
"MAF",0.184486928014225,8.49091809549309,3.72840489539061,0.000222709573111155,0.000360236291375382,-0.815564746315939,"Not","MAF"
"USP35",0.125098752745668,7.10455097029818,3.72775153553937,0.000223266567955167,0.000361100941034287,-0.817913529859005,"Not","USP35"
"SLC18B1",-0.177043009193377,7.21369459849002,-3.72773896924145,0.000223277293689352,0.000361100941034287,-0.81795870108897,"Not","SLC18B1"
"NR5A2",-0.527970547907223,1.47172853620183,-3.72714150685617,0.000223787807612273,0.000361899703732435,-0.820106196100611,"Not","NR5A2"
"LOC105373383",0.387172421013344,2.39699781680936,3.72679601291072,0.000224083523785983,0.000362351012211479,-0.821347880050799,"Not","LOC105373383"
"DCUN1D5",-0.206640552465109,7.25865165314633,-3.72615923541745,0.000224629521387751,0.000363206937567259,-0.823636139316288,"Not","DCUN1D5"
"RALBP1",-0.148802542847257,10.2219840158977,-3.72508152502801,0.000225556449616078,0.000364678622690088,-0.827508063894864,"Not","RALBP1"
"PMS2P12",0.387581587296597,1.4310113883648,3.72468470979396,0.000225898653633631,0.000365204780078128,-0.828933452908281,"Not","PMS2P12"
"SLIRP",0.227908011181548,5.9873169660222,3.7226905609011,0.000227625780554719,0.000367969663814329,-0.83609444670715,"Not","SLIRP"
"C1orf21",0.277752691844325,7.6062338285111,3.72235873709536,0.000227914377081386,0.000368408845738786,-0.837285681511861,"Not","C1orf21"
"ZUP1",-0.182262591485912,6.51159008446953,-3.72220145027688,0.000228051294290719,0.000368602800859591,-0.837850300767283,"Not","ZUP1"
"TM2D1",-0.11402841069267,8.11423433765782,-3.72217863116688,0.000228071164622943,0.000368607556569775,-0.837932213668637,"Not","TM2D1"
"CENPJ",-0.174314017635909,6.14236912472466,-3.7218952346391,0.000228318075495985,0.000368979226207887,-0.838949472700034,"Not","CENPJ"
"RBM19",-0.113410342605786,8.65216650457594,-3.72163971737549,0.000228540912322946,0.00036931193809515,-0.839866596787671,"Not","RBM19"
"NTM",0.484409950274396,0.989478125213646,3.72038850726215,0.000229635055822466,0.000371052488908742,-0.844356701917975,"Not","NTM"
"LOC100130207",0.171472587593863,7.86341864753986,3.71990059066874,0.00023006305959475,0.000371678797687126,-0.846107264559055,"Not","LOC100130207"
"SUMF1",0.171472587593863,7.86341864753986,3.71990059066874,0.00023006305959475,0.000371678797687126,-0.846107264559055,"Not","SUMF1"
"NFE2L3",-0.157532957416892,7.79974103638621,-3.71988827835275,0.000230073869760035,0.000371678797687126,-0.846151436320892,"Not","NFE2L3"
"SCUBE2",-0.417983449302928,2.98497588445259,-3.71984935939702,0.000230108043598734,0.000371706427994245,-0.846291061380892,"Not","SCUBE2"
"ISY1",0.130738770189823,7.55415059805657,3.71982221060634,0.000230131885158534,0.000371717365130708,-0.846388459171117,"Not","ISY1"
"RNU6-1050P",0.340722848606625,0.916199155639869,3.7187204350423,0.000231101410223454,0.000373255689631784,-0.850340583378729,"Not","RNU6-1050P"
"G2E3-AS1",-0.271385531376011,0.988172922398717,-3.71828362887361,0.000231486849148698,0.000373850488779418,-0.851907128234175,"Not","G2E3-AS1"
"PTPN21",0.490576653519045,1.72282286310802,3.7178984206565,0.000231827260450585,0.000374372485635679,-0.853288482459355,"Not","PTPN21"
"MIR6779",0.362650172895392,0.681142518762322,3.7176271110197,0.00023206730178544,0.000374732331952388,-0.854261317375618,"Not","MIR6779"
"HEY2",-0.485804658608795,2.40297603831125,-3.71744117481893,0.000232231944154189,0.000374970382912461,-0.854927990724886,"Not","HEY2"
"CHI3L1",0.614714375823755,9.18323742975918,3.71727049866895,0.000232383170962473,0.000375186738912126,-0.855539921993178,"Not","CHI3L1"
"WDR64",-0.476202848006888,1.82875948726397,-3.71700486109698,0.00023261872249685,0.000375539196498288,-0.85649226994727,"Not","WDR64"
"RNU1-22P",0.502242595939509,2.21694902887062,3.71603931284476,0.000233476809378605,0.000376896547128707,-0.859953363760806,"Not","RNU1-22P"
"PPP1R12B",-0.234549585562888,9.95303803274019,-3.71457640143407,0.00023478258931721,0.000378976344135081,-0.865195709911894,"Not","PPP1R12B"
"TUFT1",0.250617102395394,5.4902739104491,3.71432875351714,0.000235004317164678,0.000379306130476678,-0.866082967115689,"Not","TUFT1"
"ANKRD7",-0.4109911040362,0.826402956344347,-3.71383406019273,0.000235447824193709,0.000379993801646754,-0.867855158491501,"Not","ANKRD7"
"APOL6",0.248100304012599,10.4643867115113,3.71270532992926,0.000236462717904542,0.000381603474569881,-0.871897906025919,"Not","APOL6"
"RBP5",0.314741009862343,5.40398599301532,3.7121024269796,0.000237006503121537,0.000382452690489956,-0.874056842408798,"Not","RBP5"
"IGF2BP2",0.400795541414191,7.6093263646316,3.7120798230127,0.000237026913547947,0.000382457283624049,-0.874137778668929,"Not","IGF2BP2"
"SCAANT1",0.420855245994999,2.44228284564822,3.71176807332742,0.000237308579292194,0.000382883396123853,-0.875253989766645,"Not","SCAANT1"
"MPZ",-0.219542155427678,6.33523715559463,-3.7114617342979,0.000237585663648071,0.000383302054229587,-0.876350743384711,"Not","MPZ"
"C2orf92",-0.192323129298525,5.67674390961972,-3.71097008948297,0.000238030994691556,0.000383992066188222,-0.878110752280994,"Not","C2orf92"
"MIR4648",0.295303457930927,2.52968689002878,3.71056443470249,0.000238399028066024,0.000384557288401931,-0.879562767784543,"Not","MIR4648"
"CPB2-AS1",0.482803952386022,0.842320462722962,3.70984842049902,0.000239049945848636,0.000385578708952152,-0.882125335495938,"Not","CPB2-AS1"
"MIR373",-0.413831316205755,1.89544229859832,-3.70929857951391,0.000239550934120368,0.000386358165355974,-0.884092868526154,"Not","MIR373"
"NLRP1",-0.147999018463917,11.4492514272161,-3.70923374552085,0.000239610072834921,0.000386424924898563,-0.884324850524608,"Not","NLRP1"
"ZNF740",-0.0856805910631468,9.46629900537457,-3.70882636050405,0.000239981986339753,0.000386996056620612,-0.885782425488176,"Not","ZNF740"
"CCDC13-AS1",-0.322234302387768,2.96186161442531,-3.70750452212951,0.000241192478779133,0.000388919299867864,-0.890510781797368,"Not","CCDC13-AS1"
"KDM1B",-0.203429985027617,8.49234346501233,-3.70724768815068,0.000241428344509019,0.000389270803530832,-0.891429322647207,"Not","KDM1B"
"PSMC2P1",0.286904854560209,3.42885907690699,3.70688185733078,0.000241764683603257,0.000389784242963196,-0.892737577700098,"Not","PSMC2P1"
"CROCCP1",0.323879994301523,1.2923051609069,3.70659361810118,0.000242029997026205,0.000390183103964287,-0.893768271449257,"Not","CROCCP1"
"RNU6-60P",-0.263397963573927,1.39139310787527,-3.70648248478791,0.000242132364316266,0.000390319235489095,-0.894165645123121,"Not","RNU6-60P"
"SCUBE3",-0.295246738393823,5.73394970532551,-3.70638409607944,0.00024222302630982,0.000390436479228391,-0.894517439336028,"Not","SCUBE3"
"UQCC2",0.135554071162885,7.4189674704025,3.70628065817209,0.000242318375453945,0.00039056126021537,-0.894887277885778,"Not","UQCC2"
"CAMK2B",0.459642780415093,1.53165353195925,3.70495829929733,0.000243540445988719,0.00039250190299788,-0.899614480426647,"Not","CAMK2B"
"MPLKIP",0.134635271559565,8.16289757827324,3.70435771100495,0.00024409740025686,0.000393370403389071,-0.901760961617859,"Not","MPLKIP"
"LINC01736",-0.469463758917505,2.27481772280145,-3.70405161565049,0.000244381718431285,0.000393799446373214,-0.902854811210019,"Not","LINC01736"
"JAZF1",0.186789835481045,8.37293706387734,3.70277641320282,0.000245569556329439,0.000395684259958083,-0.907410918207037,"Not","JAZF1"
"HBEGF",0.346317391432282,4.26370923707977,3.70272149129868,0.000245620837457063,0.000395737605299855,-0.907607113204004,"Not","HBEGF"
"RNU6-1048P",-0.396337098090418,1.02938706861925,-3.70246228254329,0.000245862999404675,0.000396098461973719,-0.908533036265049,"Not","RNU6-1048P"
"LINC00272",-0.420670324887195,0.966407668292807,-3.70241824875709,0.000245904159655653,0.000396135464711241,-0.908690323959593,"Not","LINC00272"
"CCNG1",0.149062954318019,8.74534625926249,3.70226731902225,0.000246045289341172,0.000396333494259804,-0.909229428397661,"Not","CCNG1"
