"","ID","PValue","FDR","deltaPSI","logFDR","geneSymbol","status"
"154",349,0,0,0.076,Inf,"RPL18","Not significant"
"155",350,0,0,0.014,Inf,"RPL18","Not significant"
"156",353,0.00000000000504329911166,0.0000000000985629111800952,0.057,23.0403260794438,"CARD8","Not significant"
"157",355,0,0,0.259,Inf,"CARD8","old"
"158",356,1,1,-0.001,0,"CARD8","Not significant"
"159",358,0.0148997334479,0.0818378704648768,0.014,2.50301517838996,"LIG1","Not significant"
"160",361,1,1,0,0,"GLTSCR2","Not significant"
"161",362,1,1,0,0,"GLTSCR2","Not significant"
"162",366,0.0000037765292521,0.0000409744558760709,0.039,10.1025617128351,"AP2S1","Not significant"
"163",368,0.000191750346882,0.00156308660191994,-0.01,6.46109282157938,"STRN4","Not significant"
"164",369,0.00610275696307,0.0369200820462167,-0.015,3.29899964707973,"STRN4","Not significant"
"165",370,0.596905033506,1,-0.023,0,"STRN4","Not significant"
"166",376,0.586366037832,1,0.012,0,"DMPK","Not significant"
"167",378,1,1,-0.022,0,"PPM1N","Not significant"
"168",382,1,1,-0.008,0,"KLC3","Not significant"
"169",383,1,1,-0.001,0,"MARK4","Not significant"
"170",385,0.27437931166,0.991153715117249,0.015,0.00888564556332982,"ZNF575","Not significant"
"171",386,1,1,-0.014,0,"PHLDB3","Not significant"
"172",391,1,1,0.003,0,"CEACAM1","Not significant"
"173",393,0.000000327469969252,0.00000410737095761939,-0.01,12.402727403811,"POU2F2","Not significant"
"174",394,0.549677696284,1,0.092,0,"POU2F2","Not significant"
"175",396,1,1,0.003,0,"RABAC1","Not significant"
"176",397,1,1,0,0,"RABAC1","Not significant"
"177",398,1,1,0,0,"ARHGEF1","Not significant"
"178",399,0.000000369543657452,0.00000460385656264998,0.04,12.2886162225313,"ARHGEF1","Not significant"
"179",400,0.0000000000301018099336,0.000000000555411439174049,0.021,21.3113119449877,"ARHGEF1","Not significant"
"180",405,0.417410143529,1,0.042,0,"CEACAM21","Not significant"
"181",407,0.135576223258,0.553889955622261,0.018,0.59078924802651,"CEACAM21","Not significant"
"182",410,1,1,0.002,0,"C19orf54","Not significant"
"183",411,1,1,-0.002,0,"C19orf54","Not significant"
"184",415,1,1,0.001,0,"PSMC4","Not significant"
"185",416,1,1,0,0,"PSMC4","Not significant"
"186",417,0.0107825974675,0.061451498760524,0.117,2.7895070533485,"DYRK1B","Not significant"
"187",418,1,1,0,0,"RPS16","Not significant"
"188",419,0,0,0.045,Inf,"RPS16","Not significant"
"189",421,1,1,-0.032,0,"PLEKHG2","Not significant"
"190",422,1,1,-0.036,0,"PLEKHG2","Not significant"
"191",423,1,1,0,0,"PAF1","Not significant"
"192",424,1,1,-0.002,0,"PAF1","Not significant"
"193",425,1,1,0,0,"GMFG","Not significant"
"194",426,0.00176694430576,0.0122166291416944,-0.032,4.4049572109435,"RINL","Not significant"
"195",431,1,1,0,0,"MAP4K1","Not significant"
"196",432,1,1,0.004,0,"MAP4K1","Not significant"
"197",433,1,1,0,0,"YIF1B","Not significant"
"198",451,0.578601431416,1,0.016,0,"ALKBH6","Not significant"
"199",452,0.00000640128843732,0.0000675496693088882,0.001,9.60264738907133,"ALKBH6","Not significant"
"200",454,1,1,0.003,0,"ALKBH6","Not significant"
"201",456,1,1,-0.001,0,"ALKBH6","Not significant"
"202",459,0.49679480908,1,-0.011,0,"TYROBP","Not significant"
"203",460,0.498597797991,1,0.078,0,"TYROBP","Not significant"
"204",461,0.0000272134309894,0.000256957054204304,0.047,8.26660159129594,"TYROBP","Not significant"
"205",462,0.479316875539,1,-0.009,0,"TYROBP","Not significant"
"206",463,1,1,-0.001,0,"TYROBP","Not significant"
"207",467,0.00442418886603,0.0276519282471814,-0.052,3.58805981575344,"U2AF1L4","Not significant"
"208",468,0.423612278837,1,0.235,0,"U2AF1L4","Not significant"
"209",470,1,1,0.006,0,"U2AF1L4","Not significant"
"210",471,1,1,-0.01,0,"U2AF1L4","Not significant"
"211",472,1,1,0,0,"U2AF1L4","Not significant"
"212",473,1,1,0.015,0,"U2AF1L4","Not significant"
"213",474,1,1,0.014,0,"U2AF1L4","Not significant"
"214",475,1,1,0,0,"U2AF1L4","Not significant"
"215",476,1,1,0.001,0,"HAUS5","Not significant"
"216",477,1,1,0.004,0,"TMEM147","Not significant"
"217",478,1,1,0,0,"TMEM147","Not significant"
"218",479,1,1,0.001,0,"TMEM147","Not significant"
"219",480,1,1,-0.007,0,"TMEM147-AS1","Not significant"
"220",482,0.0116947707401,0.0660393773497156,0.039,2.71750408835571,"LSR","Not significant"
"221",490,1,1,0,0,"CLASRP","Not significant"
"222",491,0.0254231819283,0.130562163191781,0.141,2.0359058193391,"CLASRP","Not significant"
"223",493,1,1,0,0,"TRIM28","Not significant"
"224",494,1,1,0.001,0,"TRIM28","Not significant"
"225",499,1,1,0,0,"ATP13A1","Not significant"
"226",500,0.390190246855,1,0.121,0,"ATP13A1","Not significant"
"227",501,1,1,0.001,0,"ATP13A1","Not significant"
"228",502,0.179818981654,0.702555649370066,0.123,0.353030664726525,"GMIP","Not significant"
"229",503,1,1,0.001,0,"GMIP","Not significant"
"230",504,0.00202028360029,0.0137420909500226,0.03,4.28729182399735,"GMIP","Not significant"
"231",507,1,1,-0.002,0,"SUGP1","Not significant"
"232",508,1,1,-0.001,0,"SUGP1","Not significant"
"233",509,0.454629622643,1,0.115,0,"SUGP1","Not significant"
"234",510,0.743030668194,1,0.172,0,"SUGP1","Not significant"
"235",511,0.339080239401,1,-0.025,0,"SUGP1","Not significant"
"236",512,1,1,0.004,0,"SUGP1","Not significant"
"237",513,0.366259044472,1,-0.014,0,"RFXANK","Not significant"
"238",515,1,1,-0.002,0,"TMEM161A","Not significant"
"239",516,1,1,0,0,"TMEM161A","Not significant"
"240",519,0.00205217840677,0.0139487773471926,0.011,4.27236341991838,"C19orf60","Not significant"
"241",522,1,1,0,0,"UBA52","Not significant"
"242",523,1,1,0,0,"UBA52","Not significant"
"243",524,0,0,0.071,Inf,"FKBP8","Not significant"
"244",525,0,0,0.112,Inf,"FKBP8","old"
"245",526,1,1,0.029,0,"FKBP8","Not significant"
"246",527,1,1,0,0,"ISYNA1","Not significant"
"247",528,1,1,0.001,0,"ISYNA1","Not significant"
"248",536,1,1,0,0,"FCHO1","Not significant"
"249",538,1,1,-0.002,0,"MAP1S","Not significant"
"250",544,0.0000000017040813205,0.0000000265641277010152,-0.06,17.4437041139833,"GTPBP3","Not significant"
"251",547,0.687441412139,1,0.043,0,"MYO9B","Not significant"
"252",553,0.078988477799,0.352738883465679,0.176,1.04202720266307,"HSH2D","Not significant"
"253",554,0.539787500573,1,0.004,0,"HSH2D","Not significant"
"254",555,1,1,0,0,"SSBP4","Not significant"
"255",556,1,1,0,0,"RAB8A","Not significant"
"256",560,1,1,-0.004,0,"CYP4F12","Not significant"
"257",564,1,1,0.001,0,"ASF1B","Not significant"
"258",565,1.11022302463e-16,2.96615654326003e-15,-0.009,33.4515093733362,"CC2D1A","Not significant"
"259",567,1,1,0.005,0,"CCDC130","Not significant"
"260",571,1,1,0,0,"GCDH","Not significant"
"261",572,1,1,-0.013,0,"GCDH","Not significant"
"262",573,1,1,0.001,0,"GCDH","Not significant"
"263",579,1,1,0.001,0,"ECSIT","Not significant"
"264",582,0.148240556636,0.598138675488077,0.173,0.513932653106385,"PLPPR2","Not significant"
"265",583,0.846229170724,1,0.011,0,"PLPPR2","Not significant"
"266",584,1,1,0.001,0,"TMEM205","Not significant"
"267",585,1,1,-0.012,0,"TMEM205","Not significant"
"268",595,0.0420779664315,0.204183056006712,0.037,1.58873835413459,"SMARCA4","Not significant"
"269",597,1,1,0.001,0,"SLC44A2","Not significant"
"270",601,1,1,0,0,"KRI1","Not significant"
"271",602,1,1,0.002,0,"KRI1","Not significant"
"272",603,0,0,0.093,Inf,"CDC37","Not significant"
"273",604,1,1,0,0,"TYK2","Not significant"
"274",605,1,1,0,0,"TYK2","Not significant"
"275",606,1,1,-0.001,0,"TYK2","Not significant"
"276",607,1,1,0,0,"ICAM3","Not significant"
"277",608,1,1,0,0,"ICAM3","Not significant"
"278",609,1,1,0.003,0,"RAVER1","Not significant"
"279",610,1,1,-0.007,0,"RAVER1","Not significant"
"280",611,1,1,-0.013,0,"DNMT1","Not significant"
"281",612,1,1,0.001,0,"DNMT1","Not significant"
"282",613,1,1,0,0,"EIF3G","Not significant"
"283",614,1,1,0,0,"EIF3G","Not significant"
"284",617,0.0000151720443387,0.00015048323805466,0.117,8.8016588550301,"ZNF559","old"
"285",618,0,0,0.143,Inf,"MYO1F","old"
"286",620,1,1,-0.001,0,"MYO1F","Not significant"
"287",621,1,1,0.001,0,"MYO1F","Not significant"
"288",622,1,1,0,0,"PRAM1","Not significant"
"289",623,1,1,0,0,"HNRNPM","Not significant"
"290",624,1,1,-0.001,0,"MARCH2","Not significant"
"291",625,1,1,-0.001,0,"CD320","Not significant"
"292",627,0.168975017444,0.667238385840383,0.021,0.404607896858158,"CERS4","Not significant"
"293",628,1,1,-0.017,0,"CERS4","Not significant"
"294",629,1,1,-0.01,0,"CERS4","Not significant"
"295",634,0.582297309577,1,0.165,0,"STXBP2","Not significant"
"296",635,0.0180469537071,0.0968792334892174,0.033,2.33429009172961,"STXBP2","Not significant"
"297",636,0.192452589562,0.742190962833178,0.008,0.298148706617889,"STXBP2","Not significant"
"298",637,1,1,-0.001,0,"STXBP2","Not significant"
"299",638,0.000000000516432674402,0.00000000841958314316065,-0.056,18.5927055178559,"STXBP2","Not significant"
"300",639,1,1,0.014,0,"MCOLN1","Not significant"
"301",640,1,1,0,0,"ARHGEF18","Not significant"
"302",641,1,1,0.001,0,"VAV1","Not significant"
"303",642,1,1,0.001,0,"SH2D3A","Not significant"
"304",643,0.0135054313896,0.0753249625857434,0.009,2.58594369067026,"SH2D3A","Not significant"
"305",644,1,1,0,0,"GPR108","Not significant"
"306",645,1,1,0.002,0,"GPR108","Not significant"
"307",646,1,1,0.001,0,"GPR108","Not significant"
"308",647,1,1,0.001,0,"DENND1C","Not significant"
"309",648,1,1,0.002,0,"DENND1C","Not significant"
"310",649,1,1,0.001,0,"DENND1C","Not significant"
"311",650,1,1,-0.009,0,"DENND1C","Not significant"
"312",653,1,1,0.001,0,"RANBP3","Not significant"
"313",654,0.426788109437,1,0.226,0,"RANBP3","Not significant"
"314",656,1,1,-0.01,0,"RANBP3","Not significant"
"315",657,1,1,0,0,"RANBP3","Not significant"
"316",658,1,1,-0.001,0,"RANBP3","Not significant"
"317",660,0.0583230534177,0.271428188748544,-0.049,1.3040576727577,"DUS3L","Not significant"
"318",666,0.2551412746,0.934439755309984,0.051,0.0678081214626623,"SAFB","Not significant"
"319",667,0.00000000000083721918287,0.0000000000173137676206941,0.119,24.7795191146935,"SAFB","old"
"320",671,1,1,-0.002,0,"DPP9","Not significant"
"321",673,1,1,0,0,"MPND","Not significant"
"322",674,1,1,0.009,0,"MPND","Not significant"
"323",680,1,1,-0.022,0,"SIRT6","Not significant"
"324",681,1,1,0.002,0,"SIRT6","Not significant"
"325",688,0.518585982144,1,0.005,0,"NCLN","Not significant"
"326",689,1,1,0.005,0,"THOP1","Not significant"
"327",690,1,1,0,0,"GADD45B","Not significant"
"328",691,1,1,-0.002,0,"LSM7","Not significant"
"329",692,1,1,-0.043,0,"LSM7","Not significant"
"330",693,0.0000693865109005,0.000609704283996409,0.001,7.40253649867465,"LSM7","Not significant"
"331",694,1,1,0,0,"SF3A2","Not significant"
"332",695,1,1,0.003,0,"DOT1L","Not significant"
"333",696,0.0126653632734,0.0709137602055176,-0.098,2.64629078521265,"MKNK2","Not significant"
"334",697,1,1,0.003,0,"MBD3","Not significant"
"335",704,1,1,0.002,0,"RPS15","Not significant"
"336",705,1,1,-0.01,0,"RPS15","Not significant"
"337",707,0.38055023201,1,-0.002,0,"RPS15","Not significant"
"338",708,0,0,-0.007,Inf,"RPS15","Not significant"
"339",709,0.316841839879,1,-0.002,0,"RPS15","Not significant"
"340",710,0,0,-0.007,Inf,"RPS15","Not significant"
"341",711,1,1,0,0,"RPS15","Not significant"
"342",712,0.766535330952,1,0.012,0,"DAZAP1","Not significant"
"343",713,0.000320245921126,0.00251730722354485,0.02,5.98456551086368,"DAZAP1","Not significant"
"344",714,1,1,0,0,"NDUFS7","Not significant"
"345",716,1,1,0,0,"NDUFS7","Not significant"
"346",717,1,1,0,0,"NDUFS7","Not significant"
"347",718,0.0952605973272,0.413422047743022,0.067,0.883286300444895,"NDUFS7","Not significant"
"348",719,1,1,0.002,0,"ATP5D","Not significant"
"349",723,1,1,0,0,"SBNO2","Not significant"
"350",724,0.177861210421,0.695494513169088,0.072,0.363132156694923,"GPX4","Not significant"
"351",726,0.0149613176028,0.0820785874897823,0.104,2.5000781066529,"GPX4","Not significant"
"352",727,0.0000550926940588,0.00049253081613109,0.003,7.61595352848505,"GPX4","Not significant"
"353",728,1,1,0,0,"POLR2E","Not significant"
"354",730,1,1,-0.005,0,"POLR2E","Not significant"
"355",731,1,1,0,0,"POLR2E","Not significant"
"356",732,1,1,0,0,"POLR2E","Not significant"
"357",734,1,1,-0.009,0,"WDR18","Not significant"
"358",735,1,1,0.004,0,"R3HDM4","Not significant"
"359",736,1,1,0,0,"R3HDM4","Not significant"
"360",738,1,1,0.001,0,"PTBP1","Not significant"
"361",739,1,1,0,0,"PTBP1","Not significant"
"362",740,1,1,0,0,"PTBP1","Not significant"
"363",742,1,1,-0.001,0,"CDC34","Not significant"
"364",743,0.0000000165408786668,0.0000002334410418258,0.009,15.2703362892544,"CDC34","Not significant"
"365",745,0,0,-0.001,Inf,"PCMTD2","Not significant"
"366",747,1,1,-0.011,0,"TCEA2","Not significant"
"367",749,1,1,0,0,"TCEA2","Not significant"
"368",750,1,1,0,0,"LIME1","Not significant"
"369",751,0.00868494504553,0.0509737346037329,0.076,2.97644478668981,"LIME1","Not significant"
"370",752,1,1,0.011,0,"LIME1","Not significant"
"371",753,0.0112220738155,0.0637595884145556,0.121,2.75263569975069,"ARFRP1","Not significant"
"372",759,1,1,0,0,"HELZ2","Not significant"
"373",767,1,1,-0.011,0,"SLC17A9","Not significant"
"374",769,0,0,0.319,Inf,"GNAS","old"
"375",770,0.0000119062356712,0.000120417114381371,0.197,9.02454888916667,"GNAS","old"
"376",771,1,1,0.001,0,"GNAS","Not significant"
"377",772,1,1,0.037,0,"PPP4R1L","Not significant"
"378",785,1,1,0.001,0,"STAU1","Not significant"
"379",786,0.323852602098,1,0.134,0,"STAU1","Not significant"
"380",787,0.00163867973122,0.0113980101094038,0.223,4.47431649062431,"CSE1L","old"
"381",788,1,1,0.002,0,"SULF2","Not significant"
"382",790,1,1,0.001,0,"NCOA3","Not significant"
"383",791,0.0000353384325051,0.000326016437202739,-0.013,8.02856275700136,"NCOA3","Not significant"
"384",792,1,1,0,0,"ELMO2","Not significant"
"385",793,1,1,0,0,"ELMO2","Not significant"
"386",794,1,1,-0.002,0,"ELMO2","Not significant"
"387",795,0.286250326139,1,-0.005,0,"ELMO2","Not significant"
"388",796,1,1,-0.003,0,"SLC35C2","Not significant"
"389",797,0.0000176429208746,0.000172218754556286,-0.011,8.66674506042438,"SLC35C2","Not significant"
"390",798,0.726424197969,1,0.21,0,"SLC35C2","Not significant"
"391",799,0.0000022409567062,0.0000250186036136628,-0.002,10.5958908652878,"SLC35C2","Not significant"
"392",802,1,1,-0.022,0,"CTSA","Not significant"
"393",803,1,1,0.001,0,"CTSA","Not significant"
"394",804,0.0000955589654948,0.000823249838801427,0.223,7.10225083251538,"ACOT8","old"
"395",809,1,1,0.001,0,"SYS1","Not significant"
"396",812,1,1,0.002,0,"PABPC1L","Not significant"
"397",813,1,1,-0.014,0,"PABPC1L","Not significant"
"398",815,1,1,-0.006,0,"PABPC1L","Not significant"
"399",816,1,1,0.004,0,"PABPC1L","Not significant"
"400",817,1,1,0,0,"PABPC1L","Not significant"
"401",818,0.000000000000516697795661,0.0000000000109049187741787,0.019,25.2418071647962,"ADA","Not significant"
"402",819,0.591077860557,1,0.014,0,"SHKBP1","Not significant"
"403",820,0.000000000109241060642,0.00000000189816609882453,0.195,20.0823776280352,"SHKBP1","old"
"404",821,0.0000000000975693970062,0.00000000170820360970703,0.184,20.1878235392546,"SHKBP1","old"
"405",822,0.378634995609,1,0.021,0,"SHKBP1","Not significant"
"406",823,0.37259571212,1,0.071,0,"SHKBP1","Not significant"
"407",825,1,1,0.002,0,"SHKBP1","Not significant"
"408",826,1,1,0,0,"SHKBP1","Not significant"
"409",827,1,1,-0.009,0,"SHKBP1","Not significant"
"410",828,1,1,0.003,0,"SHKBP1","Not significant"
"411",829,1,1,-0.018,0,"SHKBP1","Not significant"
"412",830,0.0016108618048,0.0112468327217305,0.021,4.48766872581654,"SHKBP1","Not significant"
"413",833,1,1,0.002,0,"RALGAPB","Not significant"
"414",835,0.33183163974,1,0.046,0,"RALGAPB","Not significant"
"415",836,1,1,0.005,0,"SNHG11","Not significant"
"416",840,1,1,-0.01,0,"BPI","Not significant"
"417",841,1,1,-0.001,0,"CTNNBL1","Not significant"
"418",844,1,1,-0.001,0,"DSN1","Not significant"
"419",845,1,1,-0.001,0,"DSN1","Not significant"
"420",846,1,1,-0.011,0,"DSN1","Not significant"
"421",847,1,1,0,0,"DSN1","Not significant"
"422",848,1,1,0.001,0,"DLGAP4","Not significant"
"423",855,0.119819822264,0.50050358653792,0.197,0.692140514342607,"ERGIC3","Not significant"
"424",859,1,1,0.002,0,"ITCH","Not significant"
"425",860,1,1,0.002,0,"ITCH","Not significant"
"426",862,0.00000000595767313261,0.0000000883992462886787,-0.029,16.2414023934853,"CBFA2T2","Not significant"
"427",864,1,1,-0.008,0,"CDK5RAP1","Not significant"
